images,z,x
03_06_2020_0\output_0010\0000641_z07_x07.jpg,7,7
03_10_2020_1\output_0000\0000495_z04_x06.jpg,4,6
03_06_2020_0\output_0008\0001340_z04_x07.jpg,4,7
03_13_2020_1\output_0009\0000547_z04_x06.jpg,4,6
03_09_2020_1\output_0027\0000225_z02_x08.jpg,2,8
03_06_2020_0\output_0006\0000161_z03_x07.jpg,3,7
03_12_2020_0\output_0001\0001210_z10_x06.jpg,10,6
03_06_2020_0\output_0003\0001517_z10_x06.jpg,10,6
03_09_2020_1\output_0019\0000629_z03_x07.jpg,3,7
03_13_2020_1\output_0008\0000043_z03_x06.jpg,3,6
03_13_2020_0\output_0005\0000831_z07_x07.jpg,7,7
03_13_2020_0\output_0003\0000247_z07_x06.jpg,7,6
03_13_2020_1\output_0013\0000630_z02_x07.jpg,2,7
03_10_2020_1\output_0003\0000011_z04_x06.jpg,4,6
03_09_2020_1\output_0029\0000767_z05_x07.jpg,5,7
03_10_2020_1\output_0005\0000006_z05_x06.jpg,5,6
03_10_2020_1\output_0009\0000601_z01_x06.jpg,1,6
03_06_2020_0\output_0009\0000824_z05_x06.jpg,5,6
03_10_2020_1\output_0015\0000961_z03_x07.jpg,3,7
03_12_2020_0\output_0005\0000077_z07_x06.jpg,7,6
03_12_2020_0\output_0012\0000151_z06_x07.jpg,6,7
03_12_2020_0\output_0003\0000774_z08_x06.jpg,8,6
03_06_2020_0\output_0003\0001030_z10_x07.jpg,10,7
03_16_2020_0\output_0003\0000269_z06_x07.jpg,6,7
03_09_2020_1\output_0037\0000432_z02_x07.jpg,2,7
03_09_2020_1\output_0018\0000052_z04_x06.jpg,4,6
03_12_2020_0\output_0011\0000300_z08_x07.jpg,8,7
03_13_2020_0\output_0005\0001008_z05_x07.jpg,5,7
03_13_2020_0\output_0002\0000128_z07_x06.jpg,7,6
03_10_2020_1\output_0009\0000724_z02_x06.jpg,2,6
03_10_2020_1\output_0000\0000293_z03_x06.jpg,3,6
03_16_2020_0\output_0002\0000931_z07_x07.jpg,7,7
03_09_2020_1\output_0031\0000420_z02_x07.jpg,2,7
03_12_2020_0\output_0007\0000063_z07_x07.jpg,7,7
03_09_2020_1\output_0033\0000121_z02_x06.jpg,2,6
03_13_2020_1\output_0001\0000275_z03_x06.jpg,3,6
03_13_2020_1\output_0012\0000618_z02_x07.jpg,2,7
03_09_2020_1\output_0026\0000361_z05_x07.jpg,5,7
03_13_2020_1\output_0010\0000326_z04_x06.jpg,4,6
03_10_2020_1\output_0007\0000260_z04_x06.jpg,4,6
03_12_2020_0\output_0003\0000786_z10_x06.jpg,10,6
03_16_2020_0\output_0004\0000374_z06_x07.jpg,6,7
03_10_2020_1\output_0002\0000296_z03_x06.jpg,3,6
03_09_2020_1\output_0024\0000485_z04_x07.jpg,4,7
03_13_2020_0\output_0003\0000695_z08_x07.jpg,8,7
03_09_2020_1\output_0015\0000477_z05_x07.jpg,5,7
03_13_2020_1\output_0006\0000925_z04_x06.jpg,4,6
03_09_2020_1\output_0030\0000973_z05_x07.jpg,5,7
03_09_2020_1\output_0029\0000371_z02_x06.jpg,2,6
03_13_2020_0\output_0007\0000025_z07_x07.jpg,7,7
03_09_2020_1\output_0020\0000243_z05_x07.jpg,5,7
03_13_2020_1\output_0003\0000130_z04_x07.jpg,4,7
03_06_2020_0\output_0008\0001617_z00_x06.jpg,0,6
03_09_2020_1\output_0042\0000212_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0001341_z00_x07.jpg,0,7
03_13_2020_1\output_0003\0000453_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0001700_z05_x06.jpg,5,6
03_09_2020_1\output_0026\0000315_z01_x07.jpg,1,7
03_13_2020_0\output_0004\0000666_z06_x07.jpg,6,7
03_06_2020_0\output_0002\0000743_z05_x06.jpg,5,6
03_10_2020_1\output_0014\0000918_z02_x06.jpg,2,6
03_10_2020_1\output_0001\0000138_z00_x06.jpg,0,6
03_12_2020_0\output_0006\0000704_z06_x07.jpg,6,7
03_10_2020_1\output_0002\0000124_z02_x06.jpg,2,6
03_09_2020_1\output_0019\0000273_z03_x07.jpg,3,7
03_12_2020_0\output_0005\0000705_z05_x07.jpg,5,7
03_09_2020_1\output_0042\0000583_z02_x07.jpg,2,7
03_06_2020_0\output_0003\0000380_z10_x06.jpg,10,6
03_12_2020_0\output_0015\0000264_z07_x07.jpg,7,7
03_10_2020_1\output_0012\0000286_z05_x06.jpg,5,6
03_12_2020_0\output_0012\0000819_z06_x07.jpg,6,7
03_12_2020_0\output_0004\0000735_z09_x07.jpg,9,7
03_16_2020_0\output_0002\0000367_z08_x06.jpg,8,6
03_09_2020_1\output_0029\0000757_z01_x07.jpg,1,7
03_13_2020_0\output_0004\0000008_z05_x06.jpg,5,6
03_09_2020_1\output_0035\0000704_z01_x06.jpg,1,6
03_09_2020_1\output_0029\0000845_z05_x07.jpg,5,7
03_12_2020_0\output_0000\0000289_z05_x06.jpg,5,6
03_12_2020_0\output_0015\0000291_z08_x07.jpg,8,7
03_09_2020_1\output_0036\0000262_z04_x07.jpg,4,7
03_06_2020_0\output_0005\0000812_z05_x07.jpg,5,7
03_13_2020_1\output_0004\0000924_z02_x07.jpg,2,7
03_10_2020_1\output_0014\0000835_z02_x06.jpg,2,6
03_09_2020_1\output_0016\0000276_z05_x07.jpg,5,7
03_10_2020_1\output_0009\0000445_z03_x06.jpg,3,6
03_09_2020_1\output_0013\0000688_z03_x07.jpg,3,7
03_09_2020_1\output_0038\0000703_z04_x07.jpg,4,7
03_16_2020_0\output_0005\0000272_z06_x07.jpg,6,7
03_12_2020_0\output_0007\0000783_z07_x06.jpg,7,6
03_13_2020_0\output_0006\0000223_z07_x07.jpg,7,7
03_12_2020_0\output_0014\0001036_z06_x07.jpg,6,7
03_13_2020_1\output_0010\0000894_z03_x07.jpg,3,7
03_16_2020_0\output_0001\0000396_z05_x07.jpg,5,7
03_16_2020_0\output_0005\0000620_z05_x07.jpg,5,7
03_13_2020_1\output_0002\0000217_z01_x06.jpg,1,6
03_12_2020_0\output_0012\0000363_z08_x07.jpg,8,7
03_13_2020_1\output_0005\0000174_z03_x07.jpg,3,7
03_10_2020_1\output_0008\0000313_z05_x06.jpg,5,6
03_13_2020_1\output_0011\0000440_z01_x07.jpg,1,7
03_06_2020_0\output_0005\0000278_z07_x06.jpg,7,6
03_10_2020_1\output_0005\0000525_z02_x06.jpg,2,6
03_10_2020_1\output_0011\0000638_z02_x06.jpg,2,6
03_16_2020_0\output_0001\0000685_z06_x07.jpg,6,7
03_12_2020_0\output_0008\0001013_z07_x07.jpg,7,7
03_09_2020_1\output_0035\0000161_z05_x07.jpg,5,7
03_12_2020_0\output_0015\0000742_z06_x07.jpg,6,7
03_09_2020_1\output_0034\0000274_z04_x06.jpg,4,6
03_10_2020_1\output_0004\0000556_z00_x06.jpg,0,6
03_13_2020_0\output_0005\0000922_z08_x07.jpg,8,7
03_09_2020_1\output_0014\0000312_z02_x06.jpg,2,6
03_10_2020_1\output_0011\0000292_z01_x06.jpg,1,6
03_09_2020_1\output_0040\0000491_z05_x07.jpg,5,7
03_09_2020_1\output_0040\0000704_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0000881_z03_x07.jpg,3,7
03_09_2020_1\output_0014\0000299_z00_x06.jpg,0,6
03_09_2020_1\output_0040\0000129_z01_x07.jpg,1,7
03_09_2020_1\output_0036\0000048_z03_x07.jpg,3,7
03_12_2020_0\output_0004\0000940_z07_x07.jpg,7,7
03_09_2020_1\output_0038\0000599_z02_x07.jpg,2,7
03_13_2020_1\output_0009\0000766_z04_x07.jpg,4,7
03_16_2020_0\output_0001\0000205_z05_x07.jpg,5,7
03_12_2020_0\output_0008\0000403_z06_x07.jpg,6,7
03_13_2020_1\output_0013\0000761_z03_x06.jpg,3,6
03_09_2020_1\output_0042\0000192_z04_x07.jpg,4,7
03_13_2020_0\output_0001\0000533_z07_x07.jpg,7,7
03_12_2020_0\output_0014\0000477_z09_x06.jpg,9,6
03_12_2020_0\output_0015\0000402_z07_x07.jpg,7,7
03_10_2020_1\output_0012\0000823_z04_x06.jpg,4,6
03_09_2020_1\output_0035\0000836_z02_x07.jpg,2,7
03_13_2020_0\output_0006\0000769_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0001041_z07_x07.jpg,7,7
03_13_2020_1\output_0008\0000557_z02_x06.jpg,2,6
03_13_2020_1\output_0007\0000413_z05_x07.jpg,5,7
JetBot\2021-10-08-20-32\0002204_z05_x07.jpg,5,7
03_09_2020_1\output_0037\0000167_z02_x06.jpg,2,6
03_12_2020_0\output_0009\0000838_z09_x07.jpg,9,7
03_09_2020_1\output_0015\0000727_z00_x07.jpg,0,7
03_09_2020_1\output_0023\0000224_z04_x06.jpg,4,6
03_12_2020_0\output_0006\0000373_z08_x07.jpg,8,7
03_13_2020_1\output_0006\0000555_z02_x07.jpg,2,7
03_06_2020_0\output_0008\0000340_z05_x07.jpg,5,7
03_10_2020_1\output_0004\0000944_z04_x06.jpg,4,6
03_09_2020_1\output_0035\0000199_z02_x07.jpg,2,7
03_12_2020_0\output_0002\0001028_z07_x07.jpg,7,7
03_09_2020_1\output_0033\0000206_z02_x06.jpg,2,6
03_09_2020_1\output_0014\0000702_z05_x07.jpg,5,7
03_13_2020_1\output_0001\0000178_z01_x07.jpg,1,7
03_13_2020_1\output_0005\0000234_z02_x07.jpg,2,7
03_09_2020_1\output_0014\0000259_z05_x06.jpg,5,6
03_09_2020_1\output_0044\0000220_z04_x08.jpg,4,8
03_06_2020_0\output_0009\0000712_z00_x07.jpg,0,7
03_10_2020_1\output_0002\0000065_z05_x07.jpg,5,7
03_12_2020_0\output_0005\0000901_z07_x07.jpg,7,7
03_06_2020_0\output_0003\0001587_z06_x06.jpg,6,6
03_13_2020_1\output_0011\0000557_z05_x06.jpg,5,6
03_09_2020_1\output_0041\0000273_z03_x07.jpg,3,7
03_13_2020_0\output_0003\0000385_z06_x07.jpg,6,7
03_12_2020_0\output_0005\0000806_z08_x07.jpg,8,7
03_16_2020_0\output_0006\0000124_z07_x06.jpg,7,6
03_12_2020_0\output_0001\0000090_z07_x06.jpg,7,6
03_12_2020_0\output_0002\0000194_z09_x07.jpg,9,7
03_09_2020_1\output_0015\0000370_z05_x07.jpg,5,7
03_16_2020_0\output_0004\0000476_z10_x06.jpg,10,6
03_13_2020_0\output_0005\0000554_z08_x06.jpg,8,6
03_13_2020_0\output_0006\0000382_z08_x07.jpg,8,7
03_09_2020_1\output_0031\0000762_z04_x07.jpg,4,7
03_10_2020_1\output_0006\0000227_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0000008_z05_x07.jpg,5,7
03_09_2020_1\output_0018\0000043_z02_x06.jpg,2,6
03_09_2020_1\output_0032\0000167_z02_x07.jpg,2,7
03_13_2020_0\output_0000\0000192_z08_x06.jpg,8,6
03_13_2020_0\output_0002\0000281_z06_x06.jpg,6,6
03_12_2020_0\output_0012\0000524_z06_x07.jpg,6,7
03_12_2020_0\output_0013\0000260_z07_x06.jpg,7,6
03_09_2020_1\output_0031\0000456_z05_x06.jpg,5,6
03_12_2020_0\output_0014\0000450_z08_x07.jpg,8,7
03_13_2020_1\output_0003\0000836_z02_x07.jpg,2,7
03_12_2020_0\output_0008\0000143_z05_x07.jpg,5,7
03_12_2020_0\output_0015\0000313_z05_x07.jpg,5,7
03_09_2020_1\output_0014\0000221_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0000112_z09_x06.jpg,9,6
03_10_2020_1\output_0013\0000792_z03_x06.jpg,3,6
03_12_2020_0\output_0012\0000648_z07_x07.jpg,7,7
03_09_2020_1\output_0032\0000522_z02_x06.jpg,2,6
03_09_2020_1\output_0024\0000547_z02_x07.jpg,2,7
03_13_2020_0\output_0003\0000019_z08_x07.jpg,8,7
JetBot\2021-10-08-20-32\0002898_z06_x07.jpg,6,7
03_10_2020_1\output_0012\0000322_z02_x06.jpg,2,6
03_09_2020_1\output_0040\0000296_z02_x07.jpg,2,7
03_06_2020_0\output_0005\0000928_z10_x07.jpg,10,7
03_09_2020_1\output_0034\0000338_z03_x06.jpg,3,6
03_10_2020_1\output_0010\0000399_z02_x06.jpg,2,6
03_13_2020_1\output_0009\0000366_z02_x06.jpg,2,6
03_09_2020_1\output_0043\0000736_z02_x07.jpg,2,7
03_09_2020_1\output_0016\0000044_z00_x06.jpg,0,6
03_10_2020_1\output_0006\0000293_z02_x06.jpg,2,6
03_09_2020_1\output_0032\0000591_z05_x07.jpg,5,7
03_10_2020_1\output_0004\0000642_z02_x06.jpg,2,6
03_10_2020_1\output_0001\0000228_z05_x06.jpg,5,6
03_12_2020_0\output_0005\0000554_z05_x07.jpg,5,7
03_16_2020_0\output_0003\0000868_z07_x07.jpg,7,7
03_12_2020_0\output_0014\0000972_z08_x07.jpg,8,7
03_09_2020_1\output_0034\0000284_z03_x06.jpg,3,6
03_13_2020_1\output_0002\0000255_z01_x07.jpg,1,7
JetBot\2021-10-08-20-32\0001383_z05_x08.jpg,5,8
03_10_2020_1\output_0010\0000903_z02_x06.jpg,2,6
03_12_2020_0\output_0008\0000634_z08_x06.jpg,8,6
03_10_2020_1\output_0004\0001011_z02_x06.jpg,2,6
03_06_2020_0\output_0008\0000555_z05_x07.jpg,5,7
03_12_2020_0\output_0012\0000619_z09_x07.jpg,9,7
03_10_2020_1\output_0016\0000192_z04_x07.jpg,4,7
03_09_2020_1\output_0014\0000402_z01_x06.jpg,1,6
03_06_2020_0\output_0003\0001527_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0001345_z01_x06.jpg,1,6
03_13_2020_0\output_0006\0000819_z08_x07.jpg,8,7
03_12_2020_0\output_0009\0000659_z08_x07.jpg,8,7
03_09_2020_1\output_0030\0000638_z05_x07.jpg,5,7
03_06_2020_0\output_0005\0000627_z05_x06.jpg,5,6
03_09_2020_1\output_0036\0000244_z03_x07.jpg,3,7
03_09_2020_1\output_0044\0000151_z00_x07.jpg,0,7
03_09_2020_1\output_0035\0000120_z03_x06.jpg,3,6
03_13_2020_0\output_0003\0000195_z08_x07.jpg,8,7
03_12_2020_0\output_0006\0000773_z09_x06.jpg,9,6
03_13_2020_0\output_0001\0000458_z07_x07.jpg,7,7
03_16_2020_0\output_0001\0000039_z05_x06.jpg,5,6
03_10_2020_1\output_0003\0000621_z02_x06.jpg,2,6
03_09_2020_1\output_0015\0000184_z05_x07.jpg,5,7
03_09_2020_1\output_0043\0000231_z03_x07.jpg,3,7
03_06_2020_0\output_0005\0001314_z07_x07.jpg,7,7
03_10_2020_1\output_0008\0000513_z05_x06.jpg,5,6
03_10_2020_1\output_0005\0000792_z05_x06.jpg,5,6
03_16_2020_0\output_0006\0000779_z07_x07.jpg,7,7
03_13_2020_1\output_0002\0001039_z02_x06.jpg,2,6
03_12_2020_0\output_0014\0000780_z08_x07.jpg,8,7
03_10_2020_1\output_0012\0000642_z02_x06.jpg,2,6
03_06_2020_0\output_0006\0000613_z03_x07.jpg,3,7
03_06_2020_0\output_0005\0000396_z07_x07.jpg,7,7
03_12_2020_0\output_0013\0000396_z07_x07.jpg,7,7
03_09_2020_1\output_0022\0000562_z04_x06.jpg,4,6
03_13_2020_1\output_0012\0000214_z05_x06.jpg,5,6
03_09_2020_1\output_0038\0000112_z05_x06.jpg,5,6
03_09_2020_1\output_0026\0000029_z00_x07.jpg,0,7
03_12_2020_0\output_0010\0000665_z06_x07.jpg,6,7
03_09_2020_1\output_0021\0000032_z01_x07.jpg,1,7
03_09_2020_1\output_0026\0000437_z05_x07.jpg,5,7
03_13_2020_1\output_0013\0000892_z02_x06.jpg,2,6
03_09_2020_1\output_0031\0000048_z03_x07.jpg,3,7
03_13_2020_1\output_0009\0000848_z05_x07.jpg,5,7
03_09_2020_1\output_0040\0000040_z05_x06.jpg,5,6
03_10_2020_1\output_0008\0000141_z02_x06.jpg,2,6
03_16_2020_0\output_0005\0000384_z07_x07.jpg,7,7
03_13_2020_1\output_0001\0000537_z03_x06.jpg,3,6
03_12_2020_0\output_0010\0000643_z05_x07.jpg,5,7
03_09_2020_1\output_0029\0000298_z00_x07.jpg,0,7
03_13_2020_0\output_0004\0000057_z05_x06.jpg,5,6
03_06_2020_0\output_0005\0001018_z08_x07.jpg,8,7
03_13_2020_0\output_0003\0000845_z07_x07.jpg,7,7
03_06_2020_0\output_0010\0001151_z10_x07.jpg,10,7
03_09_2020_1\output_0026\0000111_z05_x07.jpg,5,7
03_06_2020_0\output_0004\0000675_z00_x06.jpg,0,6
03_06_2020_0\output_0011\0000614_z05_x07.jpg,5,7
03_10_2020_1\output_0008\0000306_z04_x06.jpg,4,6
03_06_2020_0\output_0003\0001579_z05_x06.jpg,5,6
03_13_2020_0\output_0005\0000769_z07_x07.jpg,7,7
03_10_2020_1\output_0007\0000663_z03_x06.jpg,3,6
03_09_2020_1\output_0029\0000521_z02_x06.jpg,2,6
03_10_2020_1\output_0009\0000121_z03_x06.jpg,3,6
03_06_2020_0\output_0011\0001397_z05_x08.jpg,5,8
03_06_2020_0\output_0006\0000708_z04_x07.jpg,4,7
03_12_2020_0\output_0008\0000663_z07_x07.jpg,7,7
03_09_2020_1\output_0031\0000784_z02_x07.jpg,2,7
03_10_2020_1\output_0005\0000327_z05_x06.jpg,5,6
03_12_2020_0\output_0014\0000737_z07_x07.jpg,7,7
03_12_2020_0\output_0013\0001045_z05_x06.jpg,5,6
03_06_2020_0\output_0002\0000336_z05_x07.jpg,5,7
03_13_2020_1\output_0005\0000956_z00_x07.jpg,0,7
03_09_2020_1\output_0034\0000009_z05_x07.jpg,5,7
03_16_2020_0\output_0002\0000012_z05_x06.jpg,5,6
03_10_2020_1\output_0002\0000343_z02_x07.jpg,2,7
03_13_2020_0\output_0006\0000097_z05_x06.jpg,5,6
03_13_2020_1\output_0002\0000521_z02_x06.jpg,2,6
03_10_2020_1\output_0014\0000810_z03_x06.jpg,3,6
03_09_2020_1\output_0014\0000577_z04_x07.jpg,4,7
03_06_2020_0\output_0011\0000421_z05_x07.jpg,5,7
03_06_2020_0\output_0009\0000573_z03_x07.jpg,3,7
03_12_2020_0\output_0009\0000839_z05_x07.jpg,5,7
03_09_2020_1\output_0041\0000347_z03_x07.jpg,3,7
03_12_2020_0\output_0001\0000141_z06_x07.jpg,6,7
03_10_2020_1\output_0000\0000503_z02_x06.jpg,2,6
03_09_2020_1\output_0031\0000267_z02_x07.jpg,2,7
03_16_2020_0\output_0003\0000563_z05_x07.jpg,5,7
03_13_2020_1\output_0007\0000869_z03_x07.jpg,3,7
03_12_2020_0\output_0009\0000940_z07_x07.jpg,7,7
03_09_2020_1\output_0035\0000430_z05_x06.jpg,5,6
03_16_2020_0\output_0001\0000567_z06_x07.jpg,6,7
03_10_2020_1\output_0010\0001109_z03_x06.jpg,3,6
03_13_2020_1\output_0004\0000781_z05_x07.jpg,5,7
JetBot\2021-10-08-20-32\0002344_z04_x10.jpg,4,10
03_10_2020_1\output_0005\0000028_z02_x06.jpg,2,6
03_06_2020_0\output_0008\0000438_z00_x06.jpg,0,6
03_12_2020_0\output_0010\0000345_z06_x07.jpg,6,7
03_09_2020_1\output_0037\0000331_z05_x07.jpg,5,7
03_09_2020_1\output_0030\0000568_z03_x06.jpg,3,6
03_12_2020_0\output_0012\0001146_z08_x07.jpg,8,7
03_10_2020_1\output_0005\0000197_z05_x06.jpg,5,6
03_12_2020_0\output_0012\0001091_z06_x06.jpg,6,6
03_10_2020_1\output_0013\0000186_z01_x06.jpg,1,6
03_12_2020_0\output_0008\0000935_z08_x06.jpg,8,6
03_09_2020_1\output_0026\0000580_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0001618_z05_x06.jpg,5,6
03_10_2020_1\output_0008\0001054_z01_x06.jpg,1,6
03_12_2020_0\output_0012\0000993_z05_x07.jpg,5,7
03_09_2020_1\output_0029\0000260_z05_x06.jpg,5,6
03_10_2020_1\output_0012\0000673_z04_x06.jpg,4,6
03_09_2020_1\output_0020\0000604_z01_x07.jpg,1,7
03_12_2020_0\output_0002\0000145_z10_x06.jpg,10,6
JetBot\2021-10-08-20-32\0001015_z05_x07.jpg,5,7
03_09_2020_1\output_0027\0000099_z02_x08.jpg,2,8
03_09_2020_1\output_0031\0000294_z05_x07.jpg,5,7
03_16_2020_0\output_0003\0000883_z05_x07.jpg,5,7
03_09_2020_1\output_0018\0000370_z05_x07.jpg,5,7
03_10_2020_1\output_0013\0000043_z01_x06.jpg,1,6
03_12_2020_0\output_0005\0000684_z07_x07.jpg,7,7
03_10_2020_1\output_0011\0000467_z04_x06.jpg,4,6
03_13_2020_1\output_0002\0000512_z05_x07.jpg,5,7
03_09_2020_1\output_0013\0000648_z00_x07.jpg,0,7
03_12_2020_0\output_0011\0000082_z07_x07.jpg,7,7
03_12_2020_0\output_0006\0000453_z08_x07.jpg,8,7
03_09_2020_1\output_0024\0000334_z03_x07.jpg,3,7
03_13_2020_0\output_0003\0000591_z08_x07.jpg,8,7
03_09_2020_1\output_0029\0000658_z02_x06.jpg,2,6
03_10_2020_1\output_0004\0000445_z05_x06.jpg,5,6
JetBot\2021-10-08-20-32\0001808_z03_x07.jpg,3,7
03_06_2020_0\output_0010\0000357_z08_x07.jpg,8,7
03_12_2020_0\output_0005\0000807_z08_x07.jpg,8,7
03_16_2020_0\output_0005\0000550_z08_x07.jpg,8,7
03_10_2020_1\output_0001\0000009_z05_x06.jpg,5,6
03_09_2020_1\output_0032\0000305_z02_x07.jpg,2,7
03_09_2020_1\output_0032\0000427_z02_x07.jpg,2,7
03_13_2020_1\output_0004\0000862_z01_x07.jpg,1,7
03_12_2020_0\output_0007\0000539_z05_x07.jpg,5,7
03_09_2020_1\output_0032\0000121_z05_x06.jpg,5,6
03_09_2020_1\output_0018\0000067_z03_x06.jpg,3,6
03_12_2020_0\output_0010\0000709_z06_x07.jpg,6,7
03_12_2020_0\output_0009\0000587_z07_x07.jpg,7,7
03_09_2020_1\output_0030\0000969_z03_x07.jpg,3,7
03_09_2020_1\output_0035\0000683_z03_x06.jpg,3,6
03_09_2020_1\output_0030\0000661_z05_x06.jpg,5,6
03_12_2020_0\output_0001\0000396_z02_x07.jpg,2,7
03_16_2020_0\output_0005\0000269_z05_x07.jpg,5,7
03_13_2020_1\output_0002\0000850_z02_x07.jpg,2,7
03_10_2020_1\output_0010\0000671_z02_x06.jpg,2,6
03_10_2020_1\output_0004\0000939_z02_x06.jpg,2,6
03_13_2020_0\output_0007\0000584_z07_x10.jpg,7,10
03_13_2020_0\output_0006\0000739_z07_x07.jpg,7,7
03_06_2020_0\output_0010\0000479_z08_x07.jpg,8,7
03_12_2020_0\output_0007\0000784_z06_x06.jpg,6,6
03_09_2020_1\output_0033\0000740_z02_x06.jpg,2,6
03_09_2020_1\output_0019\0000371_z03_x07.jpg,3,7
03_09_2020_1\output_0017\0000083_z03_x07.jpg,3,7
03_10_2020_1\output_0005\0000151_z00_x06.jpg,0,6
03_06_2020_0\output_0003\0000440_z10_x06.jpg,10,6
03_13_2020_1\output_0007\0000540_z04_x06.jpg,4,6
03_13_2020_1\output_0012\0000401_z03_x06.jpg,3,6
03_09_2020_1\output_0024\0000204_z02_x07.jpg,2,7
03_13_2020_1\output_0001\0000232_z01_x06.jpg,1,6
03_09_2020_1\output_0033\0000375_z05_x06.jpg,5,6
03_10_2020_1\output_0012\0000872_z02_x06.jpg,2,6
03_09_2020_1\output_0033\0000586_z04_x06.jpg,4,6
03_10_2020_1\output_0013\0000703_z01_x06.jpg,1,6
03_06_2020_0\output_0005\0000704_z07_x06.jpg,7,6
03_10_2020_1\output_0011\0000343_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0001241_z04_x07.jpg,4,7
03_09_2020_1\output_0029\0000186_z00_x07.jpg,0,7
JetBot\2021-10-08-20-32\0003053_z05_x06.jpg,5,6
03_12_2020_0\output_0000\0000320_z05_x06.jpg,5,6
03_13_2020_1\output_0009\0000173_z04_x06.jpg,4,6
03_13_2020_1\output_0003\0000935_z04_x06.jpg,4,6
03_09_2020_1\output_0031\0000334_z00_x06.jpg,0,6
03_06_2020_0\output_0008\0000416_z02_x07.jpg,2,7
03_13_2020_1\output_0011\0000604_z03_x06.jpg,3,6
03_06_2020_0\output_0009\0000303_z04_x07.jpg,4,7
03_16_2020_0\output_0001\0000598_z07_x07.jpg,7,7
03_13_2020_1\output_0000\0000257_z05_x06.jpg,5,6
03_13_2020_0\output_0003\0000129_z07_x07.jpg,7,7
03_12_2020_0\output_0003\0000427_z05_x07.jpg,5,7
03_10_2020_1\output_0011\0000636_z03_x06.jpg,3,6
03_10_2020_1\output_0006\0000172_z02_x06.jpg,2,6
03_16_2020_0\output_0005\0000359_z07_x07.jpg,7,7
03_12_2020_0\output_0012\0001158_z05_x06.jpg,5,6
03_06_2020_0\output_0006\0001081_z00_x06.jpg,0,6
03_13_2020_1\output_0007\0000273_z05_x07.jpg,5,7
03_09_2020_1\output_0040\0000706_z05_x07.jpg,5,7
03_13_2020_1\output_0008\0000355_z05_x07.jpg,5,7
03_09_2020_1\output_0041\0000161_z05_x06.jpg,5,6
03_09_2020_1\output_0030\0000082_z03_x06.jpg,3,6
03_13_2020_1\output_0000\0000152_z01_x07.jpg,1,7
03_06_2020_0\output_0007\0000137_z07_x07.jpg,7,7
03_09_2020_1\output_0033\0000245_z02_x07.jpg,2,7
03_09_2020_1\output_0033\0000104_z05_x06.jpg,5,6
03_09_2020_1\output_0025\0000731_z05_x07.jpg,5,7
03_12_2020_0\output_0011\0000675_z07_x06.jpg,7,6
03_12_2020_0\output_0007\0000481_z05_x06.jpg,5,6
03_06_2020_0\output_0008\0000063_z05_x07.jpg,5,7
03_06_2020_0\output_0008\0000851_z03_x06.jpg,3,6
03_12_2020_0\output_0010\0000314_z07_x07.jpg,7,7
03_09_2020_1\output_0036\0000635_z05_x06.jpg,5,6
03_16_2020_0\output_0006\0000777_z07_x07.jpg,7,7
03_13_2020_1\output_0010\0000417_z04_x07.jpg,4,7
03_13_2020_0\output_0005\0000631_z05_x07.jpg,5,7
03_13_2020_1\output_0004\0000686_z02_x06.jpg,2,6
03_13_2020_0\output_0006\0000291_z06_x07.jpg,6,7
03_13_2020_1\output_0001\0000552_z02_x06.jpg,2,6
03_09_2020_1\output_0020\0000199_z05_x07.jpg,5,7
03_06_2020_0\output_0006\0000329_z04_x06.jpg,4,6
03_09_2020_1\output_0044\0000166_z04_x08.jpg,4,8
03_12_2020_0\output_0006\0001151_z09_x07.jpg,9,7
03_09_2020_1\output_0022\0000199_z02_x07.jpg,2,7
03_10_2020_1\output_0012\0000919_z04_x06.jpg,4,6
03_12_2020_0\output_0011\0000771_z07_x07.jpg,7,7
03_09_2020_1\output_0026\0000515_z05_x07.jpg,5,7
03_12_2020_0\output_0002\0000769_z09_x07.jpg,9,7
03_13_2020_1\output_0012\0000270_z05_x06.jpg,5,6
03_13_2020_0\output_0000\0000194_z07_x06.jpg,7,6
03_10_2020_1\output_0003\0000942_z04_x06.jpg,4,6
03_13_2020_1\output_0007\0000796_z04_x07.jpg,4,7
03_13_2020_1\output_0011\0000069_z03_x06.jpg,3,6
03_09_2020_1\output_0034\0000195_z05_x06.jpg,5,6
03_10_2020_1\output_0011\0000631_z05_x06.jpg,5,6
03_13_2020_0\output_0001\0000205_z08_x07.jpg,8,7
03_10_2020_1\output_0012\0000968_z03_x06.jpg,3,6
03_16_2020_0\output_0005\0000505_z08_x07.jpg,8,7
03_13_2020_1\output_0012\0000712_z03_x06.jpg,3,6
03_12_2020_0\output_0003\0000828_z05_x07.jpg,5,7
03_13_2020_0\output_0003\0000290_z05_x07.jpg,5,7
03_10_2020_1\output_0007\0000503_z02_x06.jpg,2,6
